,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
7731,7731,7731,"
Good
",good,1.0,0.0,0.0,0.4404,0
7732,7732,7732,"
Osm
",osm,0.0,0.0,1.0,0.0,0
7733,7733,7733,"
Good product....nice look n comfort...
",good productnice look n comfort,0.73,0.0,0.27,0.6597,0
7735,7735,7735,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7736,7736,7736,"
in width is too big not in height
",width big height,0.0,0.0,1.0,0.0,0
7737,7737,7737,"
veeri bed coleti
",veeri bed coleti,0.0,0.0,1.0,0.0,0
7738,7738,7738,"
Nothing
",nothing,0.0,0.0,1.0,0.0,0
7739,7739,7739,"
Products is Ok.
",product ok,0.688,0.0,0.312,0.296,0
7740,7740,7740,"
Size is too small
",size small,0.0,0.0,1.0,0.0,0
7741,7741,7741,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7742,7742,7742,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7743,7743,7743,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
7744,7744,7744,"
Good
",good,1.0,0.0,0.0,0.4404,0
7745,7745,7745,"
Wow
",wow,1.0,0.0,0.0,0.5859,0
7746,7746,7746,"
It's very good deals. Iam happy 😂😂😀😀😀
",good deal iam happy,0.767,0.0,0.233,0.765,0
7747,7747,7747,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7748,7748,7748,"
Super
",super,1.0,0.0,0.0,0.5994,0
7749,7749,7749,"
Very bad quality
",bad quality,0.0,0.778,0.222,-0.5423,1
7750,7750,7750,"
Super quality worth of price
",super quality worth price,0.744,0.0,0.256,0.7003,0
7751,7751,7751,"
Bad
",bad,0.0,1.0,0.0,-0.5423,1
7752,7752,7752,"
Nice and worthy
",nice worthy,1.0,0.0,0.0,0.6908,0
7753,7753,7753,"
Bag is good but small
",bag good small,0.592,0.0,0.408,0.4404,0
7754,7754,7754,"
Average
",average,0.0,0.0,1.0,0.0,0
7755,7755,7755,"
Worst
",bad,0.0,1.0,0.0,-0.5423,1
7756,7756,7756,"
Good
",good,1.0,0.0,0.0,0.4404,0
7757,7757,7757,"
Nice product
",nice product,0.737,0.0,0.263,0.4215,0
7758,7758,7758,"
Bed product
",bed product,0.0,0.0,1.0,0.0,0
7759,7759,7759,"
Not fit in value of money
",fit value money,0.831,0.0,0.169,0.5994,0
7760,7760,7760,"
Waste of money
",waste money,0.0,0.737,0.263,-0.4215,1
7761,7761,7761,"
This product is good
",product good,0.744,0.0,0.256,0.4404,0
7762,7762,7762,"
Good
",good,1.0,0.0,0.0,0.4404,0
7763,7763,7763,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7764,7764,7764,"
Awesome 🤘
",awesome,1.0,0.0,0.0,0.6249,0
7765,7765,7765,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7766,7766,7766,"
Nice product
",nice product,0.737,0.0,0.263,0.4215,0
7767,7767,7767,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7768,7768,7768,"
Owesome product by you
",owesome product,0.0,0.0,1.0,0.0,0
7769,7769,7769,"
Too small
",small,0.0,0.0,1.0,0.0,0
7770,7770,7770,"
Very nice
",nice,1.0,0.0,0.0,0.4215,0
7771,7771,7771,"
Very good product
",good product,0.744,0.0,0.256,0.4404,0
7772,7772,7772,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7773,7773,7773,"
Value for money.
",value money,0.706,0.0,0.294,0.34,0
7774,7774,7774,"
Good but need to improve
",good need improve,0.853,0.0,0.147,0.7003,0
7775,7775,7775,"
Nizz prdt....worth for price
",nizz prdtworth price,0.0,0.0,1.0,0.0,0
7776,7776,7776,"
Poor quality
",poor quality,0.0,0.756,0.244,-0.4767,1
7777,7777,7777,"
Nice Product
",nice product,0.737,0.0,0.263,0.4215,0
7778,7778,7778,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7779,7779,7779,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7780,7780,7780,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7781,7781,7781,"
Light weight, classic look
",light weight classic look,0.0,0.0,1.0,0.0,0
7782,7782,7782,"
It is a very good item
",good item,0.744,0.0,0.256,0.4404,0
7783,7783,7783,"
Good
",good,1.0,0.0,0.0,0.4404,0
7784,7784,7784,"
Good
",good,1.0,0.0,0.0,0.4404,0
7785,7785,7785,"
super for the price
",super price,0.796,0.0,0.204,0.5994,0
7786,7786,7786,"
Bed
",bed,0.0,0.0,1.0,0.0,0
7787,7787,7787,"
It's good product
",good product,0.744,0.0,0.256,0.4404,0
7788,7788,7788,"
Averall not good
",averall good,0.744,0.0,0.256,0.4404,0
7789,7789,7789,"
It's simply Nice
",simply nice,0.737,0.0,0.263,0.4215,0
7790,7790,7790,"
This very bad
",bad,0.0,1.0,0.0,-0.5423,1
7791,7791,7791,"
Very good product.
",good product,0.744,0.0,0.256,0.4404,0
7792,7792,7792,"
Very nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
7793,7793,7793,"
Bad quality
",bad quality,0.0,0.778,0.222,-0.5423,1
7794,7794,7794,"
Good
",good,1.0,0.0,0.0,0.4404,0
7795,7795,7795,"
Good items
",good item,0.744,0.0,0.256,0.4404,0
7796,7796,7796,"
Very good
",good,1.0,0.0,0.0,0.4404,0
7797,7797,7797,"
Bag is not bad
",bag bad,0.0,0.778,0.222,-0.5423,1
7798,7798,7798,"
Good
",good,1.0,0.0,0.0,0.4404,0
7799,7799,7799,"
Good
",good,1.0,0.0,0.0,0.4404,0
7800,7800,7800,"
Good
",good,1.0,0.0,0.0,0.4404,0
7801,7801,7801,"
Nice products
",nice product,0.737,0.0,0.263,0.4215,0
7802,7802,7802,"
None
",none,0.0,0.0,1.0,0.0,0
7803,7803,7803,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
7804,7804,7804,"
Good
",good,1.0,0.0,0.0,0.4404,0
7805,7805,7805,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
7806,7806,7806,"
Good
",good,1.0,0.0,0.0,0.4404,0
7807,7807,7807,"
Good
",good,1.0,0.0,0.0,0.4404,0
7808,7808,7808,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7809,7809,7809,"
Good range, durable
",good range durable,0.592,0.0,0.408,0.4404,0
7810,7810,7810,"
WONDERFUL
",wonderful,1.0,0.0,0.0,0.5719,0
7811,7811,7811,"
Thanks
",thank,1.0,0.0,0.0,0.3612,0
7812,7812,7812,"
Quality improve
",quality improve,0.744,0.0,0.256,0.4404,0
7813,7813,7813,"
Disliked
",dislike,0.0,1.0,0.0,-0.3818,1
7814,7814,7814,"
Not good
",good,1.0,0.0,0.0,0.4404,0
7815,7815,7815,"
Super
",super,1.0,0.0,0.0,0.5994,0
7816,7816,7816,"
Ok
",ok,1.0,0.0,0.0,0.296,0
7818,7818,7818,"
Good..
",good,1.0,0.0,0.0,0.4404,0
7819,7819,7819,"
Worest quality
",wor quality,0.0,0.0,1.0,0.0,0
7820,7820,7820,"
Good
",good,1.0,0.0,0.0,0.4404,0
7821,7821,7821,"
Good
",good,1.0,0.0,0.0,0.4404,0
7822,7822,7822,"
Not bad
",bad,0.0,1.0,0.0,-0.5423,1
7823,7823,7823,"
Worth for money.
",worth money,0.655,0.0,0.345,0.2263,0
7824,7824,7824,"
Good
",good,1.0,0.0,0.0,0.4404,0
7825,7825,7825,"
Masth ha
",masth ha,0.706,0.0,0.294,0.34,0
7826,7826,7826,"
Fine
",fine,1.0,0.0,0.0,0.2023,0
7828,7828,7828,"
Don't buy this product, it's a footpath product .. maximum price is 150₹ .in Amazon it's too costly... my suggestion don't buy
",do not buy product footpath product maximum price 150 amazon costly suggestion do not buy,0.106,0.087,0.807,0.0772,0
7829,7829,7829,"
Good for picnic with a little part of food, fruits etc and for water resistance mark is good but not good for traveling
",good picnic little part food fruit etc water resistance mark good good traveling,0.465,0.0,0.535,0.8271,0
7830,7830,7830,"
It is the bag that I want for me for schooling. It can also be used for travelling. It has 4 chains. And a separate compartment for laptop in a chain. No secret chain is there. But no worry it is valued for money. Stylish also.
",bag want schooling also use travel 4 chain separate compartment laptop chain secret chain worry value money stylish also,0.171,0.134,0.694,-0.0516,1
7831,7831,7831,"
I'm giving 5 stars. But if you want to buy don't buy the bag. But if you don't want to buy, buy the bag. Yes, that's what I'm saying. Okay?
",I m give 5 star want buy do not buy bag do not want buy buy bag yes that s I m say okay,0.34,0.0,0.66,0.6369,0
7832,7832,7832,"
Look is good...........................
",look good,0.744,0.0,0.256,0.4404,0
7833,7833,7833,"
Good quality bag 👜👜👜👜👜👜👜👜👜👜👜👜 nice 👍👍👍 ☺☺☺☺🙏 it is most stutable bag ever durable and nice bag ever good quality of bag
",good quality bag nice stutable bag ever durable nice bag ever good quality bag,0.533,0.0,0.467,0.886,0
7834,7834,7834,"
This bag is not as same as picture. Don't buy this bag. The material of this bag is very bad. This is not comfortable
",bag picture do not buy bag material bag bad comfortable,0.223,0.236,0.541,-0.0516,1
7835,7835,7835,"
It's a waste product.plz don't buy any one. It's my one month experience. Zips are not quality. It's a cheapest and worste bag.
",waste productplz do not buy one one month experience zips quality cheap worste bag,0.0,0.177,0.823,-0.4215,1
7836,7836,7836,"
Good product, Value for money, Bag quality is also very good, we can use fo School / College / Travelling.
",good product value money bag quality also good use fo school college travel,0.451,0.0,0.549,0.802,0
7837,7837,7837,"
Good one. Can go for it. Fully satisfied
",good one go fully satisfied,0.666,0.0,0.334,0.7178,0
7838,7838,7838,"
Very nice to school and travel l fealgood bag in online I give 5star rating to this bag very nice
",nice school travel l fealgood bag online give 5star rating bag nice,0.384,0.0,0.616,0.6808,0
7839,7839,7839,"
Good & nice design, but it has limited slots for carrying books, its not water proof & can be used for rough purposes
",good nice design limit slot carry book water proof use rough purpose,0.363,0.0,0.637,0.6908,0
7840,7840,7840,"
I'm incredible😍😍
",I m incredible,0.0,0.0,1.0,0.0,0
7841,7841,7841,"
Nice all
",nice,1.0,0.0,0.0,0.4215,0
7842,7842,7842,"
Good
",good,1.0,0.0,0.0,0.4404,0
7843,7843,7843,"
Good
",good,1.0,0.0,0.0,0.4404,0
7844,7844,7844,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
7845,7845,7845,"
Dont know abt water resistance cz still no rain came since i bought, but lookwise n size is great...
",do not know abt water resistance cz still rain come since buy lookwise n size great,0.227,0.0,0.773,0.6249,0
7846,7846,7846,"
Good bag for school. i brought it for my daughter for school and is very good.
",good bag school bring daughter school good,0.537,0.0,0.463,0.7003,0
7847,7847,7847,"
Lightweight but has good capacity.The colour is also bright and cheerful
",lightweight good capacitythe colour also bright cheerful,0.699,0.0,0.301,0.8519,0
7848,7848,7848,"
Cool one.....
",cool one,0.697,0.0,0.303,0.3182,0
7849,7849,7849,"
Worth buying . Kids would love it. Also can be used by adults as It is a laptop bag
",worth buy kid would love also use adult laptop bag,0.433,0.0,0.567,0.7269,0
7850,7850,7850,"
Amazon is always Best No need to write a reviewBcz Amazon is always providing us a quality products
",amazon always good need write reviewbcz amazon always provide we quality product,0.412,0.0,0.588,0.6486,0
7851,7851,7851,"
I like product for travelling & durability
",like product travel durability,0.455,0.0,0.545,0.3612,0
7852,7852,7852,"
Like
",like,1.0,0.0,0.0,0.3612,0
7853,7853,7853,"
Too light weight, little small too,very cheap product not recommended for college or job work.
",light weight little small toovery cheap product recommend college job work,0.2,0.0,0.8,0.3612,0
7854,7854,7854,"
It's good for travel peoples Nd colleges
",good travel people nd college,0.42,0.0,0.58,0.4404,0
7855,7855,7855,"
No water resistant
",water resistant,0.0,0.0,1.0,0.0,0
7856,7856,7856,"
Very nice product
",nice product,0.737,0.0,0.263,0.4215,0
7857,7857,7857,"
Thik price was awesome 🥰 comfortable all about
",thik price awesome comfortable,0.787,0.0,0.213,0.8126,0
7858,7858,7858,"
Sapce to keep items is less
",sapce keep item less,0.0,0.0,1.0,0.0,0
7859,7859,7859,"
I recieved today 15-10-2021@318 rs.Initial impressions are  goodPros#Spacious -It can accomodate clothes for one week short trip#cheaper than 3 ltr petrol😄# green - grey colour combination i like personallyCons#Bottle holder cannot accomodate 1ltr bootle#zip is dezigned such a way that it cannot lock with a key# straps are not much softer.
",recieve today 15102021318 rsinitial impression goodprosspacious accomodate clothe one week short tripcheaper 3 ltr petrol green grey colour combination like personallyconsbottle holder can not accomodate 1ltr bootlezip dezigne way can not lock key strap much soft,0.149,0.0,0.851,0.5574,0
7861,7861,7861,"
Product material is very good.For the price its worth it.overall build quality is pretty good.The bag is very light weight but still sturdy and of good qualit.having a good loading capacity.I am really using it.very good company. Thanks amazon
",product material goodfor price worth itoverall build quality pretty goodthe bag light weight still sturdy good qualithave good loading capacityi really use itvery good company thank amazon,0.474,0.0,0.526,0.9432,0
7862,7862,7862,"
Really nice product........cute one with unicorn design......my daughter loved it.....light weighted product which is perfect for her
",really nice productcute one unicorn designmy daughter love itlight weighted product perfect,0.55,0.0,0.45,0.8999,0
7863,7863,7863,"
Quality of fabric is fabulous, finishing is great
",quality fabric fabulous finish great,0.714,0.0,0.286,0.8176,0
7864,7864,7864,"
Received this style bag today and very happy with my purchase.Material is is also good
",receive style bag today happy purchasematerial also good,0.524,0.0,0.476,0.765,0
7865,7865,7865,"
Exactly the same as shown in picture
",exactly show picture,0.0,0.0,1.0,0.0,0
7866,7866,7866,"
Good quality, very spacious. Loved the print. Comfortable for every day use. Recommended for purchase.👍👍
",good quality spacious love print comfortable every day use recommend purchase,0.648,0.0,0.352,0.9169,0
7867,7867,7867,"
Very bad and cheap quality
",bad cheap quality,0.0,0.636,0.364,-0.5423,1
7868,7868,7868,"
Shoulder straps padding could have been a bit thicker , helps with the weight
",shoulder strap padding could bit thick help weight,0.278,0.0,0.722,0.4019,0
7869,7869,7869,"
This bag is good for both college and office purposes. It's very attractive and has good looks. It has a shelf for laptop.Nice Style and colour
",bag good college office purpose attractive good look shelf laptopnice style colour,0.492,0.0,0.508,0.8271,0
7870,7870,7870,"
Product material is very good.For the price its worth it.overall build quality is pretty good.The bag is very light weight but still sturdy and of good qualit.having a good loading capacity.I am really using it.very good company. Thanks amazon
",product material goodfor price worth itoverall build quality pretty goodthe bag light weight still sturdy good qualithave good loading capacityi really use itvery good company thank amazon,0.474,0.0,0.526,0.9432,0
7871,7871,7871,"
Really nice product........cute one with unicorn design......my daughter loved it.....light weighted product which is perfect for her
",really nice productcute one unicorn designmy daughter love itlight weighted product perfect,0.55,0.0,0.45,0.8999,0
7872,7872,7872,"
Quality of fabric is fabulous, finishing is great
",quality fabric fabulous finish great,0.714,0.0,0.286,0.8176,0
7873,7873,7873,"
Received this style bag today and very happy with my purchase.Material is is also good
",receive style bag today happy purchasematerial also good,0.524,0.0,0.476,0.765,0
7874,7874,7874,"
Exactly the same as shown in picture
",exactly show picture,0.0,0.0,1.0,0.0,0
7875,7875,7875,"
Good quality, very spacious. Loved the print. Comfortable for every day use. Recommended for purchase.👍👍
",good quality spacious love print comfortable every day use recommend purchase,0.648,0.0,0.352,0.9169,0
7876,7876,7876,"
Very bad and cheap quality
",bad cheap quality,0.0,0.636,0.364,-0.5423,1
7877,7877,7877,"
Shoulder straps padding could have been a bit thicker , helps with the weight
",shoulder strap padding could bit thick help weight,0.278,0.0,0.722,0.4019,0
7878,7878,7878,"
This bag is good for both college and office purposes. It's very attractive and has good looks. It has a shelf for laptop.Nice Style and colour
",bag good college office purpose attractive good look shelf laptopnice style colour,0.492,0.0,0.508,0.8271,0
7879,7879,7879,"
It's soft and beautiful. My daughter loved the bag. Zips quality is good. Design and colour looks exactly as per picture. I'm not sure on it's quality but even it lasts only for one year worth every penny.
",soft beautiful daughter love bag zips quality good design colour look exactly per picture I m sure quality even last one year worth every penny,0.458,0.0,0.542,0.9349,0
7880,7880,7880,"
Not a good quality product. Not worth for it's price tag.
",good quality product worth price tag,0.545,0.0,0.455,0.5859,0
7881,7881,7881,"




                    The media could not be loaded.
                



 The quality is very good more than expected. Hope it can carry books and can survive a year for my kid. Thanks
",medium could load quality good expect hope carry book survive year kid thank,0.454,0.0,0.546,0.8074,0
7882,7882,7882,"
Amazon given me very pathetic experience. I have requested 6 times to customer care for return but they didn't came for return pickup..Really very very dissapointing...Bag quality is very poor and price high for this this type bag..Plz be careful if you are going to purchase this bag
",amazon give pathetic experience request 6 time customer care return do not come return pickupreally dissapointingbag quality poor price high type bagplz careful go purchase bag,0.195,0.204,0.601,-0.3182,1
7883,7883,7883,"
Excellent product, Quality of the bag is good.
",excellent product quality bag good,0.688,0.0,0.312,0.765,0
7884,7884,7884,"
Size is absolutely fine, good no of pockets, soft in use.
",size absolutely fine good pocket soft use,0.513,0.0,0.487,0.6453,0
7885,7885,7885,"
Great product. Multiple compartment which help little kids to bifurcate the items like books , tiffin bla bla. I have found this bag is most useful specially for kids. Recommended for all. Great wow
",great product multiple compartment help little kid bifurcate item like book tiffin bla bla find bag useful specially kid recommend great wow,0.601,0.0,0.399,0.9705,0
7886,7886,7886,"
Top notch quality. No compromise on anything. Buy with closed eyes.
",top notch quality compromise anything buy closed eye,0.205,0.0,0.795,0.2023,0
7887,7887,7887,"
Good school bag.. Fits all books for 4 to 6the grade students .. GI for it
",good school bag fit book 4 6the grade student gi,0.435,0.0,0.565,0.6597,0
7888,7888,7888,"
Bag is good and big. Quality is superb, it is waterproof also.
",bag good big quality superb waterproof also,0.583,0.0,0.417,0.7906,0
7889,7889,7889,"
It's soft and beautiful. My daughter loved the bag. Zips quality is good. Design and colour looks exactly as per picture. I'm not sure on it's quality but even it lasts only for one year worth every penny.
",soft beautiful daughter love bag zips quality good design colour look exactly per picture I m sure quality even last one year worth every penny,0.458,0.0,0.542,0.9349,0
7890,7890,7890,"
Not a good quality product. Not worth for it's price tag.
",good quality product worth price tag,0.545,0.0,0.455,0.5859,0
7891,7891,7891,"




                    The media could not be loaded.
                



 The quality is very good more than expected. Hope it can carry books and can survive a year for my kid. Thanks
",medium could load quality good expect hope carry book survive year kid thank,0.454,0.0,0.546,0.8074,0
7892,7892,7892,"
Amazon given me very pathetic experience. I have requested 6 times to customer care for return but they didn't came for return pickup..Really very very dissapointing...Bag quality is very poor and price high for this this type bag..Plz be careful if you are going to purchase this bag
",amazon give pathetic experience request 6 time customer care return do not come return pickupreally dissapointingbag quality poor price high type bagplz careful go purchase bag,0.195,0.204,0.601,-0.3182,1
7893,7893,7893,"
Excellent product, Quality of the bag is good.
",excellent product quality bag good,0.688,0.0,0.312,0.765,0
