,Unnamed: 0,reviews,new_reviews
2782,2782,"
Amazing product, Thank you Amazon.
",amazing product thank amazon
2783,2783,"
Nice product
",nice product
2784,2784,"
This sleek and functional backpack has truly exceeded all my expectations, and I can confidently say it's a must-have for anyone seeking both style and practicality.The first thing that caught my attention was its sophisticated design. Tommy Hilfiger's attention to detail is evident in the sleek silhouette and premium materials.Pros:-Stylish DesignSpacious and well organisedLaptop protectionComfortable to wearConsLimited colour optionPrice is bit Higher compared to other bags
",sleek functional backpack truly exceed expectation confidently say musthave anyone seek style practicalitythe first thing catch attention sophisticated design tommy hilfiger attention detail evident sleek silhouette premium materialsprosstylish designspacious well organisedlaptop protectioncomfortable wearconslimite colour optionprice bit high compare bag
2785,2785,"
Compare to my expectations is very poor & quality of cost is ok just like only .
",compare expectation poor quality cost ok like
2786,2786,"
Good Value for Money Fashion Brand
",good value money fashion brand
2787,2787,"
Good Quality bag from Tomy hilfinger good material Nice texture of material zip quality is very good enough compartment to store leptop , ipad , other things
",good quality bag tomy hilfinger good material nice texture material zip quality good enough compartment store leptop ipad thing
2788,2788,"
WYSIWYG....
",wysiwyg
2789,2789,"
Sturdy strap. Nice size but not enough to accommodate 15 inch laptop. Rest is fine.
",sturdy strap nice size enough accommodate 15 inch laptop rest fine
2790,2790,"
Absolutely delighted with my recent purchase of this Tommy Hilfiger bag from Amazon! The quality of the materials is fantastic, and the design is both stylish and functional. The bag's compartments make organization a breeze, and its durability ensures it's a reliable companion for everyday use. Definitely worth every penny!
",absolutely delighted recent purchase tommy hilfig bag amazon quality material fantastic design stylish functional bag compartment make organization breeze durability ensure reliable companion everyday use definitely worth every penny
2791,2791,"
Best buy under ₹2000
",good buy 2000
2792,2792,"
Fully satisfied with the design, quality and it's capabilities. Nice product.... Don't miss the great Indian festival offer.... Hurry up !!!!ThanksJuganta saikia
",fully satisfied design quality capability nice product do not miss great indian festival offer hurry thanksjuganta saikia
2793,2793,"
Good product bag thank you Amazon and Tommy Hilfiger.Hold gripping for laptop and tab has two sessions good for everyday use
",good product bag thank amazon tommy hilfigerhold grip laptop tab two session good everyday use
2794,2794,"
The bag was good quality wise except 2 things.1. It did not have a bottom cushion.2. It is neither waterproof nor it has a waterproofing cover.
",bag good quality wise except 2 things1 bottom cushion2 neither waterproof waterproof cover
2795,2795,"
I like this bag  is very beautiful and having all the things which I need
",like bag beautiful thing need
2796,2796,"




                    The media could not be loaded.
                



I really like the product which I got as it's enough spacious and excellent for travelling,office and best for school usage.To be honest everything was fantastic but I got a logo of Tommy Hilfiger made of rubber in the back and that was the only disappointment.
",medium could load really like product get enough spacious excellent travellingoffice good school usageto honest everything fantastic get logo tommy hilfiger make rubber back disappointment
2797,2797,"
Quality & stylish bag for youngster.
",quality stylish bag youngster
2798,2798,"
Very nice product with good compartments inside. Fits my 16inch laptop well. Also looks class and stylish.
",nice product good compartment inside fit 16inch laptop well also look class stylish
2799,2799,"
I really like this bag, it has enough space to keep different accessories of laptops along with an laptop and tab. Highly recommend this product for someone looking a bag which looks nice and small but carries multiple things.
",really like bag enough space keep different accessory laptop along laptop tab highly recommend product someone look bag look nice small carry multiple thing
2800,2800,"
value for money
",value money
2801,2801,"
Good quality product, as expected.. very comfortable
",good quality product expect comfortable
2802,2802,"
I started using the bag for 4-5 months but my bag stitches got removed even bag back side the thread is coming out.
",start use bag 45 month bag stitch get remove even bag back side thread come
2803,2803,"
Good product
",good product
2804,2804,"
This is worth buying.  good looks, good size as expected. Zips work smooth and well.  material is very good.  Haven't tested for water resistance though but looking at the material, it should be good as well.  The only thing is that i am still not sure if this is original Tommy Hilfiger or a brand replica..
",worth buy good look good size expect zips work smooth well material good have not test water resistance though look material good well thing still sure original tommy hilfig brand replica
2805,2805,"




                    The media could not be loaded.
                



I use it for my office purposes and it is super spacious. I stuff a lot of stuff in there but it has so many pockets and compartments for everything. Your laptop is also safe in there.
",medium could load use office purpose super spacious stuff lot stuff many pocket compartment everything laptop also safe
2806,2806,"
Quality of the bag is not that good. Doesn't looks like a tommy Hilfiger original product at first look. Will review again after few days.
",quality bag good do not look like tommy hilfig original product first look review day
