,reviews
2790,"
Absolutely delighted with my recent purchase of this Tommy Hilfiger bag from Amazon! The quality of the materials is fantastic, and the design is both stylish and functional. The bag's compartments make organization a breeze, and its durability ensures it's a reliable companion for everyday use. Definitely worth every penny!
"
2791,"
Best buy under ₹2000
"
2792,"
Fully satisfied with the design, quality and it's capabilities. Nice product.... Don't miss the great Indian festival offer.... Hurry up !!!!ThanksJuganta saikia
"
2793,"
Good product bag thank you Amazon and Tommy Hilfiger.Hold gripping for laptop and tab has two sessions good for everyday use
"
2794,"
The bag was good quality wise except 2 things.1. It did not have a bottom cushion.2. It is neither waterproof nor it has a waterproofing cover.
"
2795,"
I like this bag  is very beautiful and having all the things which I need
"
2796,"




                    The media could not be loaded.
                



I really like the product which I got as it's enough spacious and excellent for travelling,office and best for school usage.To be honest everything was fantastic but I got a logo of Tommy Hilfiger made of rubber in the back and that was the only disappointment.
"
2797,"
Quality & stylish bag for youngster.
"
2798,"
Very nice product with good compartments inside. Fits my 16inch laptop well. Also looks class and stylish.
"
2799,"
I really like this bag, it has enough space to keep different accessories of laptops along with an laptop and tab. Highly recommend this product for someone looking a bag which looks nice and small but carries multiple things.
"
2800,"
value for money
"
2801,"
Good quality product, as expected.. very comfortable
"
2802,"
I started using the bag for 4-5 months but my bag stitches got removed even bag back side the thread is coming out.
"
2803,"
Good product
"
2804,"
This is worth buying.  good looks, good size as expected. Zips work smooth and well.  material is very good.  Haven't tested for water resistance though but looking at the material, it should be good as well.  The only thing is that i am still not sure if this is original Tommy Hilfiger or a brand replica..
"
2805,"




                    The media could not be loaded.
                



I use it for my office purposes and it is super spacious. I stuff a lot of stuff in there but it has so many pockets and compartments for everything. Your laptop is also safe in there.
"
2806,"
Quality of the bag is not that good. Doesn't looks like a tommy Hilfiger original product at first look. Will review again after few days.
"
2807,"
They are making fool to the people, giving D product.
"
2808,"
Excellent
"
2809,"
Good
"
2810,"
Go for it..perfect size for office goers..
"
2811,"
Must buy
"
2812,"
Everything is good about this bag if you get it in a deal. I got at 50%. Loved it.
"
2813,"
Good Quality Product , worth spending.
"
2814,"
Just the awesome looks and excellent quality of bag.... eye catching Bag
"
2815,"
Nice bag
"
2816,"
As all review I red, but I received a genuine original product and its quality is marks up.So anyone can be purchased without any doubt. I am received with offer of Rs.1499 during sale.
"
2817,"
Very good and original items.. superb
"
2818,"
comfortablecan carry alot of things up to 10Kg things cause of middle poket. back side is soft for shoulder .in  simple i like it
"
2819,"
I am writing this after using one month It is very good product feel rich, actually water resistant I tested it...very good I recommend to go for it...
"
2820,"
Excellent
"
2821,"
Descent look and good quality.
"
2822,"
Loved the quality and its very spacious ,
"
2823,"
Amazon packing is not there and the product received in a plastic cover bagthe stitching threads are torned and the quality is not as described.worried it may longlast
"
2824,"
Good product
"
2825,"
Stylish DesignSpacious and well organisedComfortable to wear
"
2826,"




                    The media could not be loaded.
                



I took this bag for my office to keep laptop & lunch box .Its been around 5 Month , the bag starts bursting .1 side is broken from bag itself .Why would anyone want to buy it again ?I request no one to buy this .This is 1st review ever
"
2827,"
good bag but costly
"
2828,"
Very nice quality product 👌  look so elegant and classy , spacious and good worth the price
"
2829,"
Comfortable , value for money, Good compartments, Good material, must buy
"
2830,
2831,"
Very good product
"
2832,"
The quality of this bag is awesome and worth of buying and it feels like premium bag
"
2833,"
Paisa vasul
"
2834,"
The colour does not match the product given in the pic
"
2835,"
Amazing backpack with enough compartments and storage space. Feels premium with tommy badging got it for 2K worthy the price.
"
2836,"
Good quality,good look and it holds 17inch laptop too!👍👍👍
"
2837,"
Don't like it again
"
2838,"
Very good
"
2839,"
This is my third bag from Tommy .. previous  bags r still with me and it’s almost been 8 yrs old and 4 yrs old approxI must say Tommy bags r durable and beautifulThis colour is more beautiful in real thn pic
"
2840,"
Pocket is torn
"
2841,"
This bag is not water resistant, they lied.
"
2842,"
It's a very beautifull classy bag that you must own 😎
"
2843,"
Bag looks classic, just like product image. It has all the necessary features required for office use. Seems durable.
"
2844,"
The product is defective and torn too easily. Waste of money
"
2845,"
Good product
"
2846,"
The Best Laptop Backpacks for Work (andlife ...
"
2847,"
I love this brand, quality and way of design.
"
2848,"
Product is excellent as described.
"
2849,"
I thought I would get grey color but it’s ok as I want it immediately so I’m not returning it, awesome bag and it’s originalTommy
"
2850,"
The bag is very nice and comfortable. The 3 compartments are very spacious. In short, bahut badhiya bag hai u can buy it without any hesitation. And it’s real Tommy Hilfiger bag not fake so don’t worry.
"
2851,"
Was skeptical before buying it and saw it was expensive in other sites and finally purchased it in Amazon.It holds good amount of weight and have carried it in flight and on multiple travels. Been 6 months, still bag holds. Many of my friends said that the bag looks stylish and unique. So happy with the purchase 🙂
"
2852,"
Poor product quality ..purchased in May 2022...No customer care also to claim for warranty
"
2853,"
Awesome bag with stylish looks, decent quality, but not for daily rough use because it will get dirty very easily. Secondly I received a one year warranty card inside but amazon dint stamp on it which means I have to protect the invoice who print is already half gone.
"
2854,"
Awesome product. Value for money.
"
2855,"
very cheap service and also very cheap product and i didn't received my refund
"
2856,"
Stitching and finishing was not good and proper.
"
2857,"
The Bag is of really good quality, Zips are smooth, material is nice and waterproof. Laptop segment is well padded with extra Ipad/Tablet segment. Front zipper space is well organised for all kinds of small things like stationary,etc. The bag looks premium with a price tag of 3300-3700 on other e-commerce sites like Myntra. Easily recommmendable.
"
2858,"
Not a value for money product. Have seen the result in just four months. Expecting much more durability!
"
2859,"
My husband is very choosy, but even he loved this so much. Go for it! It's the perfect gift.
"
2860,"
This is great! Bought for my 10 year old son. The fabric quality, the size, durability, and the color is very nice. I liked it very much. I can recommend this product. Go for it.👍
"
2861,"
This is great! Bought for my 10 year old son. The fabric quality, the size, durability, and the color is very nice. I liked it very much. I can recommend this product. Go for it.👍
"
2862,"
The product is beautiful and good looking. Good quality product worth for the money. It holds multiple things. Light weight.
"
2863,"
I don't life it's size little small after I receive it
"
2864,"
Nice product for single person , traveling, office, everywhere u can use it ...lightweight and durable...design is beautiful
"
